kegg_function,kegg
Xenobiotic degradation,K05708+K05709+K05710+K00529
Xenobiotic degradation,K05711
Xenobiotic degradation,K05712
Xenobiotic degradation,K05713
Xenobiotic degradation,K05714
Xenobiotic degradation,K02554
Xenobiotic degradation,K01666
Xenobiotic degradation,K04073
Xenobiotic degradation,K21722
Xenobiotic degradation,K21723
Xenobiotic degradation,K21724
Xenobiotic degradation,4.99.1.2
Xenobiotic degradation,1.16.1.1
Antibiotic degradation,K18698
Antibiotic degradation,K18699
Antibiotic degradation,K18796
Antibiotic degradation,K18767
Antibiotic degradation,K18797
Antibiotic degradation,K19097
Antibiotic degradation,K19317
Antibiotic degradation,K18768
Antibiotic degradation,K18970
Antibiotic degradation,K19316
Antibiotic degradation,K22346
Antibiotic degradation,K18795
Antibiotic degradation,K19218
Antibiotic degradation,K19217
Antibiotic degradation,K17836
Antibiotic degradation,K18766
Antibiotic degradation,K17837
Antibiotic degradation,K18782
Antibiotic degradation,K18781
Antibiotic degradation,K18780
Antibiotic degradation,K19099
Antibiotic degradation,K19216
Antibiotic degradation,K19095
Antibiotic degradation,K19096
Antibiotic degradation,K19100
Antibiotic degradation,K19101
Antibiotic degradation,K19214
Antibiotic degradation,K19215
Antibiotic degradation,K20319
Antibiotic degradation,K20320
Antibiotic degradation,K01467
Antibiotic degradation,K17838
Antibiotic degradation,K18790
Antibiotic degradation,K18791
Antibiotic degradation,K19098
Antibiotic degradation,K18792
Antibiotic degradation,K19213
Antibiotic degradation,K21276
Antibiotic degradation,K18793
Antibiotic degradation,K18971
Antibiotic degradation,K22352
Antibiotic degradation,K19209
Antibiotic degradation,K18976
Antibiotic degradation,K18973
Antibiotic degradation,K18794
Antibiotic degradation,K18972
Antibiotic degradation,K21277
Antibiotic degradation,K19210
Antibiotic degradation,K19211
Antibiotic degradation,K19212
Antibiotic degradation,K22335
Antibiotic degradation,K19319
Antibiotic degradation,K22331
Antibiotic degradation,K22351
Antibiotic degradation,K19320
Antibiotic degradation,K19318
Antibiotic degradation,K19321
Antibiotic degradation,K19322
Antibiotic degradation,K21266
Antibiotic degradation,K22334
Antibiotic degradation,K22333
Antibiotic degradation,K22332
Antibiotic degradation,K19349
Antibiotic degradation,K19350
Antibiotic degradation,K21252
Antibiotic degradation,K08151
Antibiotic degradation,K08168
Antibiotic degradation,K18214
Antibiotic degradation,K18218
Antibiotic degradation,K18220
Antibiotic degradation,K18221
Antibiotic degradation,K06979
Antibiotic degradation,K08217
Antibiotic degradation,K18230
Antibiotic degradation,K18231
Antibiotic degradation,K21251
Antibiotic degradation,K00638
Antibiotic degradation,K08160
Antibiotic degradation,K18552
Antibiotic degradation,K18553
Antibiotic degradation,K18554
Antibiotic degradation,K19271
Antibiotic degradation,K18236
Antibiotic degradation,K19349
Antibiotic degradation,K19350
Antibiotic degradation,K19545
Antibiotic degradation,K19273
Antibiotic degradation,K20816
Cellular structure,2.5.1.7
Cellular structure,1.3.1.98
Cellular structure,6.3.2.8
Cellular structure,6.3.2.9
Cellular structure,6.3.2.13
Cellular structure,6.3.2.10
Cellular structure,2.7.8.13
Cellular structure,2.4.1.227
Cellular structure,2.4.1.129
Cellular structure,2.5.1.7
Cellular structure,1.3.1.98
Cellular structure,6.3.2.8
Cellular structure,6.3.2.9
Cellular structure,6.3.2.7
Cellular structure,6.3.2.10
Cellular structure,2.7.8.13
Cellular structure,2.4.1.227
Cellular structure,6.3.5.13
Cellular structure,6.3.1.12
Cellular structure,2.4.1.129
Cellular structure,3.4.16.4
Cellular structure,2.5.1.7
Cellular structure,1.3.1.98
Cellular structure,6.3.2.8
Cellular structure,6.3.2.53
Cellular structure,5.1.1.23
Cellular structure,6.3.2.9
Cellular structure,6.3.2.13
Cellular structure,6.3.2.4
Cellular structure,6.3.2.10
Cellular structure,2.7.1.66
Cellular structure,2.7.8.13
Cellular structure,2.4.1.227
Cellular structure,3.6.1.27
Cellular structure,2.7.8.33
Cellular structure,2.4.1.187
Cellular structure,2.7.8.44
Cellular structure,2.7.8.12
Cellular structure,2.4.1.52
Cellular structure,2.7.8.46
Cellular structure,2.7.8.47
Cellular structure,2.4.1.53
Cellular structure,2.7.8.45
Cellular structure,2.7.8.14
Cellular structure,2.4.1.70
Cellular structure,2.4.1.355
Cellular structure,6.1.1.13
Cellular structure,2.4.1.315
Cellular structure,2.7.8.20
Cellular structure,2.4.1.337
Cellular structure,6.1.1.13
Cellular structure,2.3.1.129
Cellular structure,3.5.1.108
Cellular structure,2.3.1.191
Cellular structure,2.4.1.182
Cellular structure,2.7.1.130
Cellular structure,2.4.99.12
Cellular structure,2.4.99.13
Cellular structure,2.3.1.241
Cellular structure,2.3.1.243
Cellular structure,K00677
Cellular structure,K02535
Cellular structure,K02536
Cellular structure,K03269
Cellular structure,K09949
Cellular structure,K00748
Cellular structure,K00912
Cellular structure,K02527
Cellular structure,K02517
Cellular structure,K02560
Cellular structure,5.3.1.28
Cellular structure,2.7.1.167
Cellular structure,3.1.3.82
Cellular structure,2.7.7.70
Cellular structure,5.1.3.20
Cellular structure,K03271
Cellular structure,K03272
Cellular structure,K21344
Cellular structure,K03273
Cellular structure,K03272
Cellular structure,K21345
Cellular structure,K03274
Appendages,K02411
Appendages,K02412
Appendages,K02413
Appendages,K02418
Appendages,K02419
Appendages,K02420
Appendages,K02421
Appendages,K13820
Appendages,K02400
Appendages,K02401
Appendages,K03516
Appendages,K02410
Appendages,K02416
Appendages,K02417
Appendages,K02409
Appendages,K02394
Appendages,K02386
Appendages,K02393
Appendages,K02415
Appendages,K02408
Appendages,K02414
Appendages,K02387
Appendages,K02388
Appendages,K02389
Appendages,K02391
Appendages,K02392
Appendages,K02395
Appendages,K02390
Appendages,K02396
Appendages,K02397
Appendages,K02399
Appendages,K24343
Appendages,K24344
Appendages,K24344
Appendages,K09860
Appendages,K24346
Appendages,K21217
Appendages,K21218
Appendages,K18475
Appendages,K02406
Appendages,K02407
Appendages,K02422
Appendages,K02423
Appendages,K02403
Appendages,K02402
Appendages,K02405
Appendages,K02556
Appendages,K02557
Appendages,K10564
Appendages,K10565
Appendages,K02411
Appendages,K02412
Appendages,K02413
Appendages,K02418
Appendages,K02419
Appendages,K02420
Appendages,K02421
Appendages,K13820
Appendages,K02400
Appendages,K02401
Appendages,K03516
Appendages,K02410
Appendages,K02416
Appendages,K02417
Appendages,K02409
Appendages,K02394
Appendages,K02386
Appendages,K02393
Appendages,K02415
Appendages,K02408
Appendages,K02414
Appendages,K02387
Appendages,K02388
Appendages,K02389
Appendages,K02391
Appendages,K02392
Appendages,K02395
Appendages,K02390
Appendages,K02396
Appendages,K02397
Appendages,K02399
Appendages,K18475
Appendages,K02406
Appendages,K02407
Appendages,K02422
Appendages,K02423
Appendages,K02403
Appendages,K02402
Appendages,K02405
Appendages,K02556
Appendages,K02557
Appendages,K10564
Appendages,K10565
Appendages,K02666
Appendages,K02656
Appendages,K02653
Appendages,K02652
Appendages,K02669
Appendages,K02662
Appendages,K02663
Appendages,K02664
Appendages,K02665
Appendages,K02650
Appendages,K02671
Appendages,K02672
Appendages,K02673
Appendages,K02655
Appendages,K02674
Appendages,K07350
Appendages,K07349
Appendages,K07348
Appendages,K07345
Appendages,K12522
Appendages,K12521
Appendages,K12520
Appendages,K12523
Appendages,K12517
Spore,K07699
Spore,K03091
Spore,K06378
Spore,K06379
Spore,K06382
Spore,K06383
Spore,K06387
Spore,K06374
Spore,K06390
Spore,K06392
Spore,K06393
Spore,K06394
Spore,K06396
Spore,K06397
Spore,K06398
Spore,K06399
Spore,K06405
Spore,K06407
Spore,K06409
Spore,K04769
Spore,K06438
